"message","timestamp","unique_key"
"DL, [01:01:02:03:03],   0","31/05/2018, 23:09:18","31/05/2018, 23:09:181276"
"DL, [01:01:02:07:04],   0","31/05/2018, 23:09:19","31/05/2018, 23:09:191277"
"DL, [01:01:01:05:04],   0","31/05/2018, 23:09:21","31/05/2018, 23:09:211278"
"KBR, [01:04:07], 23","31/05/2018, 23:09:22","31/05/2018, 23:09:221279"
"KBR, [01:04:07],  5","31/05/2018, 23:09:23","31/05/2018, 23:09:231280"
"KBR, [01:05:07],  1","15/06/2018, 23:08:30","15/06/2018, 23:08:3012"
"KBR, [01:","12/05/2018, 19:47:30","12/05/2018, 19:47:3019"
"04:11],  4","12/05/2018, 19:47:31","12/05/2018, 19:47:3120"
"KBP, [01:04:20],  3","12/05/2018, 19:47:47","12/05/2018, 19:47:4721"
"DL, [01:01:02:05:01], 100","12/05/2018, 19:47:49","12/05/2018, 19:47:4922"
"DL, [01:01:01:03:01], 100","12/05/2018, 19:47:50","12/05/2018, 19:47:5023"
"KBR, [01:04:20],  3","12/05/2018, 19:47:51","12/05/2018, 19:47:5124"
"KBP, [01:05:03],  1","01/06/2018, 23:04:00","01/06/2018, 23:04:001871"
"DL, [01:01:00:07:02], 100","01/06/2018, 23:04:01","01/06/2018, 23:04:011872"
"DL, [01:01:00:06:03], 100","01/06/2018, 23:04:02","01/06/2018, 23:04:021873"
"DL, [01:01:00:05:04], 100","01/06/2018, 23:04:04","01/06/2018, 23:04:041874"
"DL, [01:01:00:05:03], 100","01/06/2018, 23:04:05","01/06/2018, 23:04:051875"
"DL, [01:01:00:04:02], 100","01/06/2018, 23:04:06","01/06/2018, 23:04:061876"
"KBR, [01:05:03],  1","01/06/2018, 23:04:07","01/06/2018, 23:04:071877"
"KBP, [01:05:07],  1","01/06/2018, 23:04:09","01/06/2018, 23:04:091878"
"DL, [01:01:01:08:02], 100","01/06/2018, 23:04:10","01/06/2018, 23:04:101879"
"DL, [01:01:00:05:02], 100","01/06/2018, 23:04:11","01/06/2018, 23:04:111880"
"KBR, [01:05:07],  1","01/06/2018, 23:04:13","01/06/2018, 23:04:131881"
"KBP, [01:04:05],  3","14/06/2018, 22:25:16","14/06/2018, 22:25:1692"
"DL, [01:","14/06/2018, 22:25:17","14/06/2018, 22:25:1793"
"01:00:08:02],   0","14/06/2018, 22:25:18","14/06/2018, 22:25:1894"
"DL, [01:01:02:04:01],   0","14/06/2018, 22:25:19","14/06/2018, 22:25:1995"
"KBR, [01:04:04],  5","26/05/2018, 00:54:56","26/05/2018, 00:54:5633"
"AT&F1E0F1Q1S0=1M0&C0&D0","27/05/2018, 00:03:42","27/05/2018, 00:03:420"
"AT&F1E0F1Q1S0=1M0&C0&D0","27/05/2018, 00:03:45","27/05/2018, 00:03:451"
"DL, [01:01:01:04:01], 100","14/05/2018, 18:13:00","14/05/2018, 18:13:0075"
"KBR, [01:04:11],  4","14/05/2018, 18:13:01","14/05/2018, 18:13:0176"
"KBP, [01:04:02],  3","05/06/2018, 23:16:02","05/06/2018, 23:16:02164"
"DL, [01:01:02:02:02],   0","05/06/2018, 23:16:03","05/06/2018, 23:16:03165"
"DL, [01:01:02:02:03],   0","05/06/2018, 23:16:04","05/06/2018, 23:16:04166"
"KBR, [01:04:02],  3","05/06/2018, 23:16:05","05/06/2018, 23:16:05167"
"KBP, [01:04:04],  5","05/06/2018, 23:16:07","05/06/2018, 23:16:07168"
"DL, [01:01:02:01:02],   0","05/06/2018, 23:16:08","05/06/2018, 23:16:08169"
"DL, [01:01:02:08:01],   0","05/06/2018, 23:16:09","05/06/2018, 23:16:09170"
"DL, [01:01:02:02:04],   0","05/06/2018, 23:16:11","05/06/2018, 23:16:11171"
"DL, [01:01:02:01:01],   0","05/06/2018, 23:16:12","05/06/2018, 23:16:12172"
"KBR, [01:04:04],  5","05/06/2018, 23:16:13","05/06/2018, 23:16:13173"
"DL, [01:01:01:06:01],  98","04/06/2018, 00:02:59","04/06/2018, 00:02:59183"
"DL, [01:01:01:06:02],  98","04/06/2018, 00:03:01","04/06/2018, 00:03:01184"
"DL, [01:01:01:06:03],  98","04/06/2018, 00:03:02","04/06/2018, 00:03:02185"
"DL, [01:01:01:06:04],  98","04/06/2018, 00:03:03","04/06/2018, 00:03:03186"
"DL, [01:01:00:08:01],  98","04/06/2018, 00:03:04","04/06/2018, 00:03:04187"
"DL, [01:01:01:03:03],   0","04/06/2018, 00:03:06","04/06/2018, 00:03:06188"
"KBP, [01:04:20],  3","25/06/2018, 23:28:18","25/06/2018, 23:28:1894"
"KBR, [01:04:20],  3","25/06/2018, 23:28:19","25/06/2018, 23:28:1995"
"KBR, [01:04:04],  2","23/05/2018, 23:37:00","23/05/2018, 23:37:00197"
"KBP, [01:04:04],  1","23/05/2018, 23:37:01","23/05/2018, 23:37:01198"
"DL, [01:01:02:01:02], 100","23/05/2018, 23:37:03","23/05/2018, 23:37:03199"
"DL, [01:01:02:08:01], 100","23/05/2018, 23:37:04","23/05/2018, 23:37:04200"
"DL, [01:01:02:02:04], 100","23/05/2018, 23:37:05","23/05/2018, 23:37:05201"
"DL, [01:01:02:01:01], 100","23/05/2018, 23:37:06","23/05/2018, 23:37:06202"
"KBR, [01:04:04],  1","23/05/2018, 23:37:07","23/05/2018, 23:37:07203"
"KBP, [01:04:04],  5","23/05/2018, 23:37:09","23/05/2018, 23:37:09204"
"DL, [01:01:02:01:02],   0","23/05/2018, 23:37:10","23/05/2018, 23:37:10205"
"DL, [01:01:02:08:01],   0","23/05/2018, 23:37:11","23/05/2018, 23:37:11206"
"DL, [01:01:02:02:04],   0","23/05/2018, 23:37:12","23/05/2018, 23:37:12207"
"DL, [01:01:02","23/05/2018, 23:37:14","23/05/2018, 23:37:14208"
":01:01],   0","23/05/2018, 23:37:14","23/05/2018, 23:37:14209"
"KBR, [01:04:04],  5","23/05/2018, 23:37:15","23/05/2018, 23:37:15210"
"KBP, [01:05:08],  1","30/04/2018, 23:05:02","30/04/2018, 23:05:021412"
"DL, [01:01:00:03:04], 100","30/04/2018, 23:05:04","30/04/2018, 23:05:041413"
"DL, [01:01:00:03:03], 100","30/04/2018, 23:05:05","30/04/2018, 23:05:051414"
"DL, [01:01:00:02:01], 100","30/04/2018, 23:05:06","30/04/2018, 23:05:061415"
"DL, [0","30/04/2018, 23:05:07","30/04/2018, 23:05:071416"
"1:01:00:02:04], 100","30/04/2018, 23:05:08","30/04/2018, 23:05:081417"
"DL, [01:01:01:03:04], 100","30/04/2018, 23:05:09","30/04/2018, 23:05:091418"
"KBR, [01:05:08],  1","30/04/2018, 23:05:11","30/04/2018, 23:05:111419"
"KBR, [01:04:05],  3","14/06/2018, 22:25:20","14/06/2018, 22:25:2096"
"DL, [01:01:00:04:01], 100","11/05/2018, 22:07:09","11/05/2018, 22:07:0922"
"DL, [01:01:01:08:01], 100","11/05/2018, 22:07:10","11/05/2018, 22:07:1023"
"KBR, [01:05:21],  1","11/05/2018, 22:07:11","11/05/2018, 22:07:1124"
"KBP, [01:04:05],  3","18/05/2018, 18:56:47","18/05/2018, 18:56:477"
"DL, [01:01:00:08:02],   0","18/05/2018, 18:56:48","18/05/2018, 18:56:488"
"DL, [01:01:02:04:01],   0","18/05/2018, 18:56:50","18/05/2018, 18:56:509"
"KBR, [01:04:05],  3","18/05/2018, 18:56:51","18/05/2018, 18:56:5110"
"KBP, [01:04:05],  3","18/05/2018, 18:56:53","18/05/2018, 18:56:5311"
"DL, [01:01:00:08:02], 100","18/05/2018, 18:56:54","18/05/2018, 18:56:5412"
"DL, [01:01:02:04:01], 100","18/05/2018, 18:56:55","18/05/2018, 18:56:5513"
"KBR, [01:04:05],  3","18/05/2018, 18:56:57","18/05/2018, 18:56:5714"
"AT&F1E0F1Q1S0=1M0&C0&D0","04/06/2018, 19:49:05","04/06/2018, 19:49:050"
"AT&F1E0F1Q1S0=1M0&C0&D0","04/06/2018, 19:49:08","04/06/2018, 19:49:081"
"DL, [01:01:00:05:03],   0","28/04/2018, 23:52:30","28/04/2018, 23:52:30284"
"DL, [01:01:00:04:02],   0","28/04/2018, 23:52:31","28/04/2018, 23:52:31285"
"DL, [01:01:00:02:04],  25","28/04/2018, 23:52:33","28/04/2018, 23:52:33286"
"KBR, [01:05:04],  5","28/04/2018, 23:52:34","28/04/2018, 23:52:34287"
"DL, [01:01:02:08:02], 100","23/06/2018, 22:36:20","23/06/2018, 22:36:2098"
"KBR, [01:04:09],  1","23/06/2018, 22:36:22","23/06/2018, 22:36:22100"
"DL, [01:01:02:04:02], 100","23/06/2018, 22:36:21","23/06/2018, 22:36:2199"
"DL, [01:01:02:04:01],   0","16/06/2018, 17:48:13","16/06/2018, 17:48:13117"
"KBR, [01:04:05],  3","16/06/2018, 17:48:14","16/06/2018, 17:48:14118"
"KBP, [01:05:25],  1","28/05/2018, 23:17:43","28/05/2018, 23:17:4392"
"DL, [01:01:01:06:01], 100","28/05/2018, 23:17:45","28/05/2018, 23:17:4593"
"DL, [01:01:01:06:02], 100","28/05/2018, 23:17:46","28/05/2018, 23:17:4694"
"DL, [01:01:01:06:03], 100","28/05/2018, 23:17:47","28/05/2018, 23:17:4795"
"DL, [01:01:01:06:04], 100","28/05/2018, 23:17:48","28/05/2018, 23:17:4896"
"DL, [01:01:00:08:01], 100","28/05/2018, 23:17:49","28/05/2018, 23:17:4997"
"DL, [01:01:01:03:03], 100","28/05/2018, 23:17:51","28/05/2018, 23:17:5198"
"KBR, [01:05:25],  1","28/05/2018, 23:17:52","28/05/2018, 23:17:5299"
"KBP, [01:04:05],  3","20/05/2018, 20:38:10","20/05/2018, 20:38:1098"
"KBR, [01:04:05],  3","20/05/2018, 20:38:13","20/05/2018, 20:38:13101"
"DL, [01:01:00:08:02],   0","20/05/2018, 20:38:11","20/05/2018, 20:38:1199"
"DL, [01:01:02:04:01],   0","20/05/2018, 20:38:12","20/05/2018, 20:38:12100"
"KBP, [01:04:05],  3","04/06/2018, 00:03:50","04/06/2018, 00:03:50189"
"DL, [01:01:00:08:02],   0","04/06/2018, 00:03:52","04/06/2018, 00:03:52190"
"DL, [01:01:02:04:01],   0","04/06/2018, 00:03:53","04/06/2018, 00:03:53191"
"KBR, [01:04:05],  3","04/06/2018, 00:03:54","04/06/2018, 00:03:54192"
"DL, [01:01:00:02:03], 100","17/05/2018, 00:28:00","17/05/2018, 00:28:0017"
"DL, [01:01:00:01:01], 100","17/05/2018, 00:28:02","17/05/2018, 00:28:0218"
"KBR, [01:05:14],  1","17/05/2018, 00:28:03","17/05/2018, 00:28:0319"
"AT&F1E0F1Q1S0=1M0&C0&D0","28/05/2018, 00:59:18","28/05/2018, 00:59:18301"
"AT&F1E0F1Q1S0=1M0&C0&D0","28/05/2018, 00:59:21","28/05/2018, 00:59:21302"
"KBP, [01:05:14],  5","07/05/2018, 23:24:29","07/05/2018, 23:24:2999"
"DL, [01:01:00:02:03],   0","07/05/2018, 23:24:31","07/05/2018, 23:24:31100"
"DL, [01:01:00:01:01],   0","07/05/2018, 23:24:32","07/05/2018, 23:24:32101"
"DL, [01:01:01:03:02],   0","07/05/2018, 23:24:33","07/05/2018, 23:24:33102"
"KBR, [01:05:14],  5","07/05/2018, 23:24:34","07/05/2018, 23:24:34103"
"AT&F1E0F1Q1S0=1M0&C0&D0","13/06/2018, 23:05:28","13/06/2018, 23:05:280"
"KBP, [01:04:11],  4","03/05/2018, 23:43:26","03/05/2018, 23:43:263320"
"DL, [01:01:02:02:01], 100","03/05/2018, 23:43:27","03/05/2018, 23:43:273321"
"DL, [01:01:01:05:02], 100","03/05/2018, 23:43:28","03/05/2018, 23:43:283322"
"KBP, [01:04:06],  5","28/05/2018, 23:07:32","28/05/2018, 23:07:3276"
"DL, [01:01:02:05:04],   0","28/05/2018, 23:07:33","28/05/2018, 23:07:3377"
"DL, [01:01:02:06:02],   0","28/05/2018, 23:07:34","28/05/2018, 23:07:3478"
"DL, [01:01:00:08:04],   0","28/05/2018, 23:07:35","28/05/2018, 23:07:3579"
"DL, [01:01:01:05:03],   0","28/05/2018, 23:07:37","28/05/2018, 23:07:3780"
"KBR, [01:04:06],  5","28/05/2018, 23:07:38","28/05/2018, 23:07:3881"
"DL, [01:01:02:06:04], 100","06/06/2018, 19:05:22","06/06/2018, 19:05:22114"
"KBR, [01:04:17],  1","06/06/2018, 19:05:23","06/06/2018, 19:05:23115"
"KBP, [01:04:17],  5","06/06/2018, 19:06:11","06/06/2018, 19:06:11116"
"DL, [01:01:02:06:03],   0","06/06/2018, 19:06:12","06/06/2018, 19:06:12117"
"KBP, [01:04:11],  4","03/05/2018, 23:44:19","03/05/2018, 23:44:193327"
"DL, [01:01:02:02:01],","03/05/2018, 23:44:20","03/05/2018, 23:44:203328"
"   0","03/05/2018, 23:44:21","03/05/2018, 23:44:213329"
"DL, [01:01:01:05:02],   0","03/05/2018, 23:44:22","03/05/2018, 23:44:223330"
"DL, [01:01:01:04:01],   0","03/05/2018, 23:44:23","03/05/2018, 23:44:233331"
"KBR, [01:04:11],  4","03/05/2018, 23:44:25","03/05/2018, 23:44:253332"
"DL, [01:01:00:04:03], 100","05/05/2018, 19:49:29","05/05/2018, 19:49:29641"
"DL, [01:01:00:07:04], 100","05/05/2018, 19:49:31","05/05/2018, 19:49:31642"
"DL, [01:01:01:07:04], 100","05/05/2018, 19:49:32","05/05/2018, 19:49:32643"
"KBR, [01:05:17],  1","05/05/2018, 19:49:33","05/05/2018, 19:49:33644"
"AT&F1E0F1Q1S0=1M0&C0&D0","17/05/2018, 00:26:00","17/05/2018, 00:26:000"
"AT&F1E0F1Q1S0=1M0&C0&D0","17/05/2018, 00:26:03","17/05/2018, 00:26:031"
"KBP, [01:05:15],  1","17/05/2018, 00:26:12","17/05/2018, 00:26:122"
"DL, [01:01:00:04:03], 100","17/05/2018, 00:26:13","17/05/2018, 00:26:133"
"DL, [01:01:00:07:04], 100","17/05/2018, 00:26:14","17/05/2018, 00:26:144"
"DL, [01:01:01:07:04], 100","17/05/2018, 00:26:15","17/05/2018, 00:26:155"
"KBR, [01:05:15],  1","17/05/2018, 00:26:16","17/05/2018, 00:26:166"
"DL, [01:01:01:04:01],   0","30/04/2018, 00:03:00","30/04/2018, 00:03:00753"
"KBR, [01:04:","30/04/2018, 00:03:02","30/04/2018, 00:03:02754"
"11],  4","30/04/2018, 00:03:02","30/04/2018, 00:03:02755"
"KBP,","04/06/2018, 00:04:52","04/06/2018, 00:04:52193"
" [01:05:03],  1","04/06/2018, 00:04:53","04/06/2018, 00:04:53194"
"DL, [01:01:00:07:02], 100","04/06/2018, 00:04:54","04/06/2018, 00:04:54195"
"DL, [01:01:00:06:03], 100","04/06/2018, 00:04:55","04/06/2018, 00:04:55196"
"DL, [01:01:00:05:04], 100","04/06/2018, 00:04:56","04/06/2018, 00:04:56197"
"DL, [01:01:00:05:03], 100","04/06/2018, 00:04:58","04/06/2018, 00:04:58198"
"DL, [01:01:02:08:03], 100","09/05/2018, 17:07:05","09/05/2018, 17:07:0592"
"DL, [01:01:02:06:04], 100","09/05/2018, 17:07:06","09/05/2018, 17:07:0693"
"KBR, [01:04:17],  1","09/05/2018, 17:07:07","09/05/2018, 17:07:0794"
"KBP, [01:05:02],  3","28/05/2018, 23:08:01","28/05/2018, 23:08:0182"
"DL, [01:01:00:06:04],   0","28/05/2018, 23:08:02","28/05/2018, 23:08:0283"
"DL, [01:01:02:03:01],  12","28/05/2018, 23:08:04","28/05/2018, 23:08:0484"
"DL, [01:01:02:03:04],   0","28/05/2018, 23:08:05","28/05/2018, 23:08:0585"
"DL, [01:01:02:04:04],   0","28/05/2018, 23:08:06","28/05/2018, 23:08:0686"
"DL, [01:01:02:03:02],   0","28/05/2018, 23:08:07","28/05/2018, 23:08:0787"
"DL, [01:01:01:","28/05/2018, 23:08:08","28/05/2018, 23:08:0888"
"08:04],  15","28/05/2018, 23:08:09","28/05/2018, 23:08:0989"
"DL, [01:01:00:03:02],  18","28/05/2018, 23:08:10","28/05/2018, 23:08:1090"
"KBR, [01:05:02],  3","28/05/2018, 23:08:11","28/05/2018, 23:08:1191"
"KBP, [01:04:04],  5","26/05/2018, 00:54:51","26/05/2018, 00:54:5128"
"DL, [01:01:02:01:02],   0","26/05/2018, 00:54:52","26/05/2018, 00:54:5229"
"DL, [01:01:02:08:01],   0","26/05/2018, 00:54:53","26/05/2018, 00:54:5330"
"DL, [01:01:02:02:04],   0","26/05/2018, 00:54:54","26/05/2018, 00:54:5431"
"DL, [01:01:02:01:01],   0","26/05/2018, 00:54:55","26/05/2018, 00:54:5532"
"KBP, [01:04:11],  4","29/04/2018, 00:08:54","29/04/2018, 00:08:54293"
"DL, [01:01:02:02:01],   0","29/04/2018, 00:08:55","29/04/2018, 00:08:55294"
"DL, [01:01:01:05:02], ","29/04/2018, 00:08:56","29/04/2018, 00:08:56295"
"  0","29/04/2018, 00:08:57","29/04/2018, 00:08:57296"
"DL, [01:01:01:04:01],   0","29/04/2018, 00:08:58","29/04/2018, 00:08:58297"
"KBR, [01:04:11],  4","29/04/2018, 00:08:59","29/04/2018, 00:08:59298"
"KBP, [01:04:01], 24","21/05/2018, 21:46:01","21/05/2018, 21:46:01119"
"KBR, [01:04:01], 23","21/05/2018, 21:45:59","21/05/2018, 21:45:59117"
"DL, [01:01:02:01:03],  77","21/05/2018, 21:46:04","21/05/2018, 21:46:04122"
"KBH, [01:04:01], 24","21/05/2018, 21:46:02","21/05/2018, 21:46:02120"
"DL, [01:01:02:01:03],  61","21/05/2018, 21:46:00","21/05/2018, 21:46:00118"
"KBR, [01:04:01], 24","21/05/2018, 21:46:03","21/05/2018, 21:46:03121"
"DL, [01:01:00:08:02], 100","24/05/2018, 23:17:29","24/05/2018, 23:17:2934"
"DL, [01:01:02:04:01], 100","24/05/2018, 23:17:31","24/05/2018, 23:17:3135"
"KBR, [01:04:05],  3","24/05/2018, 23:17:32","24/05/2018, 23:17:3236"
"KBP, [01:04:01],  1","21/05/2018, 21:45:55","21/05/2018, 21:45:55113"
"DL, [01:01:02:01:03], 100","21/05/2018, 21:45:56","21/05/2018, 21:45:56114"
"KBR, [01:04:01],  1","21/05/2018, 21:45:57","21/05/2018, 21:45:57115"
"KBP, [01:04:01], 23","21/05/2018, 21:45:58","21/05/2018, 21:45:58116"
"KBP, [01:05:21],  1","23/06/2018, 23:36:23","23/06/2018, 23:36:23101"
"DL, [01:01:00:04:01], 100","23/06/2018, 23:36:24","23/06/2018, 23:36:24102"
"DL, [01:01:01:08:01], 100","23/06/2018, 23:36:25","23/06/2018, 23:36:25103"
"KBR, [01:05:21],  1","23/06/2018, 23:36:26","23/06/2018, 23:36:26104"
"DL, [01:01:02:08:04],  36","04/05/2018, 21:23:30","04/05/2018, 21:23:304077"
"DL, [01:01:02:07:01],  56","04/05/2018, 21:23:32","04/05/2018, 21:23:324078"
"DL, [01:01:02:07:02],  56","04/05/2018, 21:23:33","04/05/2018, 21:23:334079"
"DL, [01:01:02:05:03],  56","04/05/2018, 21:23:34","04/05/2018, 21:23:344080"
"KBP, [01:04:14], 24","04/05/2018, 21:23:35","04/05/2018, 21:23:354081"
"KBR, [01:04:14], 24","04/05/2018, 21:23:36","04/05/2018, 21:23:364082"
"DL, [01:01:02:08:04],  38","04/05/2018, 21:23:38","04/05/2018, 21:23:384083"
"DL, [01:01:02:07:01],  59","04/05/2018, 21:23:39","04/05/2018, 21:23:394084"
"DL, [01:01:02:07:02],  59","04/05/2018, 21:23:40","04/05/2018, 21:23:404085"
"DL, [01:01:02:05:03],  59","04/05/2018, 21:23:41","04/05/2018, 21:23:414086"
"KBP, [01:05:04],  5","29/05/2018, 23:51:37","29/05/2018, 23:51:37266"
"DL, [01:01:00:07:02],   0","29/05/2018, 23:51:39","29/05/2018, 23:51:39267"
"DL, [01:01:00:06:03],   0","29/05/2018, 23:51:40","29/05/2018, 23:51:40268"
"DL, [01:01:00:05:04],   0","29/05/2018, 23:51:41","29/05/2018, 23:51:41269"
"DL, [01:01:00:05:03],   0","29/05/2018, 23:51:42","29/05/2018, 23:51:42270"
"DL, [01:01:00:04:02],   0","29/05/2018, 23:51:43","29/05/2018, 23:51:43271"
"DL, [01:01:00:02:04],  25","29/05/2018, 23:51:45","29/05/2018, 23:51:45272"
"DL, [01:01:00:05:02],   0","29/05/2018, 23:51:46","29/05/2018, 23:51:46273"
"KBR, [01:05:04],  5","29/05/2018, 23:51:47","29/05/2018, 23:51:47274"
"AT&F1E0F1Q1S0=1M0&C0&D0","26/05/2018, 00:59:19","26/05/2018, 00:59:1941"
"AT&F1E0F1Q1S0=1M0&C0&D0","26/05/2018, 00:59:22","26/05/2018, 00:59:2242"
"KBR, [01:04:02],  3","05/06/2018, 23:29:00","05/06/2018, 23:29:00199"
"KBP, [01:04:06],  5","06/06/2018, 19:44:50","06/06/2018, 19:44:50128"
"DL, [01:01:02:05:04],   0","06/06/2018, 19:44:51","06/06/2018, 19:44:51129"
"DL, [01:01:02:06:02],   0","06/06/2018, 19:44:52","06/06/2018, 19:44:52130"
"KBP, [01:05:25],  1","11/05/2018, 22:18:03","11/05/2018, 22:18:032"
"DL, [01:01:01:06:01], 100","11/05/2018, 22:18:04","11/05/2018, 22:18:043"
"DL, [01:01:01:06:02], 100","11/05/2018, 22:18:05","11/05/2018, 22:18:054"
"DL, [01:01:01:06:03], 100","11/05/2018, 22:18:06","11/05/2018, 22:18:065"
"DL, [01:01:01:06:04], 100","11/05/2018, 22:18:08","11/05/2018, 22:18:086"
"DL, [01:01:00:08:01], 100","11/05/2018, 22:18:09","11/05/2018, 22:18:097"
"KBR, [01:05:25],  1","11/05/2018, 22:18:10","11/05/2018, 22:18:108"
"DL, [01:01:01:03:03], 100","11/05/2018, 22:18:11","11/05/2018, 22:18:119"
"KBP, [01:04:11],  4","11/05/2018, 22:18:13","11/05/2018, 22:18:1310"
"DL, [01:01:02:02:01], 100","11/05/2018, 22:18:14","11/05/2018, 22:18:1411"
"DL, [01:01:01:05:02], 100","11/05/2018, 22:18:16","11/05/2018, 22:18:1612"
"DL, [01:01:01:04:01], 100","11/05/2018, 22:18:17","11/05/2018, 22:18:1713"
"KBR, [01:04:11],  4","11/05/2018, 22:18:18","11/05/2018, 22:18:1814"
"KBP, [01:05:18],  2","11/05/2018, 22:18:19","11/05/2018, 22:18:1915"
"DL, [01:01:00:02:02], 100","11/05/2018, 22:18:20","11/05/2018, 22:18:2016"
"KBR, [01:05:18],  2","11/05/2018, 22:18:22","11/05/2018, 22:18:2217"
"KBP, [01:05:18],  1","11/05/2018, 22:18:23","11/05/2018, 22:18:2318"
"DL, [01:01:00:04:04], 100","11/05/2018, 22:18:24","11/05/2018, 22:18:2419"
"DL, [01:01:00:02:02], 100","11/05/2018, 22:18:25","11/05/2018, 22:18:2520"
"DL, [01:01:01:05:01], 100","11/05/2018, 22:18:26","11/05/2018, 22:18:2621"
"KBR, [01:05:18],  1","11/05/2018, 22:18:28","11/05/2018, 22:18:2822"
"DL, [01:01:02:06:04],   0","09/05/2018, 17:19:10","09/05/2018, 17:19:1099"
"DL, [01:01:01:03:01],   0","09/05/2018, 17:19:11","09/05/2018, 17:19:11100"
"KBR, [01:04:17],  5","09/05/2018, 17:19:12","09/05/2018, 17:19:12101"
"KBP, [01:05:19],  3","24/05/2018, 23:19:06","24/05/2018, 23:19:0637"
"DL, [01:01:00:04:04],   0","24/05/2018, 23:19:07","24/05/2018, 23:19:0738"
"DL, [01:01:00:02:02],   0","24/05/2018, 23:19:08","24/05/2018, 23:19:0839"
"DL, [01:01:01:05:01],   0","24/05/2018, 23:19:09","24/05/2018, 23:19:0940"
"KBR, [01:05:19],  3","24/05/2018, 23:19:11","24/05/2018, 23:19:1141"
"KBP, [01:04:05],  3","24/05/2018, 23:19:20","24/05/2018, 23:19:2042"
"DL, [01:01:00:08:02],   0","24/05/2018, 23:19:21","24/05/2018, 23:19:2143"
"DL, [01:01:02:04:01],   0","24/05/2018, 23:19:23","24/05/2018, 23:19:2344"
"KBR, [01:04:05],  3","24/05/2018, 23:19:24","24/05/2018, 23:19:2445"
"KBP, [01:04:02],  3","24/05/2018, 23:19:28","24/05/2018, 23:19:2846"
"DL, [01:01:02:02:02],   0","24/05/2018, 23:19:29","24/05/2018, 23:19:2947"
"KBP, [01:04:05],  3","14/06/2018, 22:30:47","14/06/2018, 22:30:47106"
"DL, [01:01:00:08:02],   0","14/06/2018, 22:30:48","14/06/2018, 22:30:48107"
"DL, [01:01:02:04:01],   0","14/06/2018, 22:30:49","14/06/2018, 22:30:49108"
"KBR, [01:04:05],  3","14/06/2018, 22:30:50","14/06/2018, 22:30:50109"
"KBP, [01:05:25],  1","30/04/2018, 00:07:15","30/04/2018, 00:07:15756"
"DL, [01:01:01:06:","30/04/2018, 00:07:17","30/04/2018, 00:07:17757"
"01], 100","30/04/2018, 00:07:17","30/04/2018, 00:07:17758"
"DL, [01:01:01:06:02], 100","30/04/2018, 00:07:19","30/04/2018, 00:07:19759"
"DL, [01:01:01:06:03], 100","30/04/2018, 00:07:20","30/04/2018, 00:07:20760"
"DL, [01:01:01:06:04], 100","30/04/2018, 00:07:21","30/04/2018, 00:07:21761"
"DL, [01:01:00:08:01], 100","30/04/2018, 00:07:22","30/04/2018, 00:07:22762"
"DL, [01:01:01:03:03], 100","30/04/2018, 00:07:24","30/04/2018, 00:07:24763"
"KBR, [01:05:25],  1","30/04/2018, 00:07:25","30/04/2018, 00:07:25764"
"KBP, [01:05:04],  1","05/06/2018, 23:37:43","05/06/2018, 23:37:43200"
"DL, ","05/06/2018, 23:37:45","05/06/2018, 23:37:45201"
"[01:01:00:07:02], 100","05/06/2018, 23:37:45","05/06/2018, 23:37:45202"
"DL, [01:01:00:06:03],   0","05/06/2018, 23:37:47","05/06/2018, 23:37:47203"
"DL, [01:01:00:05:04], 100","05/06/2018, 23:37:48","05/06/2018, 23:37:48204"
"DL, [01:01:00:05:03], 100","05/06/2018, 23:37:49","05/06/2018, 23:37:49205"
"DL, [01:01:00:04:02],   0","05/06/2018, 23:37:50","05/06/2018, 23:37:50206"
"KBR, [01:05:04],  1","05/06/2018, 23:37:51","05/06/2018, 23:37:51207"
"KBP, [01:05:15],  5","05/05/2018, 21:05:59","05/05/2018, 21:05:59652"
"KBP, [01:05:13],  1","04/06/2018, 20:48:31","04/06/2018, 20:48:3123"
"DL, [01:01:00:02:03], 100","04/06/2018, 20:48:32","04/06/2018, 20:48:3224"
"DL, [01:01:00:01:01], 100","04/06/2018, 20:48:33","04/06/2018, 20:48:3325"
"KBR, [01:05:13],  1","04/06/2018, 20:48:34","04/06/2018, 20:48:3426"
"KBR, [01:05:18],  1","10/05/2018, 22:06:33","10/05/2018, 22:06:33691"
"KBP, [01:05:08],  1","15/05/2018, 21:57:20","15/05/2018, 21:57:2045"
"KBR, [01:05:08],  1","15/05/2018, 21:57:21","15/05/2018, 21:57:2146"
"DL, [01:01:00:03:04], 100","15/05/2018, 21:57:22","15/05/2018, 21:57:2247"
"DL, [01:01:00:03:03], 100","15/05/2018, 21:57:24","15/05/2018, 21:57:2448"
"DL, [01:01:00","15/05/2018, 21:57:25","15/05/2018, 21:57:2549"
":02:01], 100","15/05/2018, 21:57:26","15/05/2018, 21:57:2650"
"DL, [01:01:00:02:04], 100","15/05/2018, 21:57:27","15/05/2018, 21:57:2751"
"DL, [01:01:01:03:04], 100","15/05/2018, 21:57:28","15/05/2018, 21:57:2852"
"KBP, [01:04:05],  3","14/06/2018, 22:29:53","14/06/2018, 22:29:53102"
"KBP, [01:04:11],  4","30/05/2018, 23:57:57","30/05/2018, 23:57:57673"
"DL, [01:01:02:02:01],   0","30/05/2018, 23:57:58","30/05/2018, 23:57:58674"
